1.000000000000000021e-03	5.289509999999999490e-01	-1.661209500000000228e+00	9.905015000000000214e+01	7.541359999999999673e+02
2.000000000000000042e-03	5.278235000000000010e-01	-4.224864999999999426e+00	9.428894999999999982e+01	7.536694999999999709e+02
3.000000000000000062e-03	5.267200000000000770e-01	-4.814065000000000261e+00	9.305010000000000048e+01	7.531280000000000427e+02
4.000000000000000083e-03	5.259550000000000614e-01	-4.261655000000000193e+00	9.384024999999999750e+01	7.527035000000000764e+02
5.000000000000000104e-03	5.255784999999999485e-01	-3.238045000000000062e+00	9.536494999999999322e+01	7.524504999999999200e+02
6.000000000000000125e-03	5.255029999999999424e-01	-2.238214999999999844e+00	9.671385000000000787e+01	7.523464999999999918e+02
7.000000000000000146e-03	5.255724999999999980e-01	-1.527495000000000047e+00	9.739400000000000546e+01	7.523269999999999982e+02
8.000000000000000167e-03	5.256475000000000453e-01	-1.141475000000000017e+00	9.733854999999999791e+01	7.523224999999999909e+02
9.000000000000001055e-03	5.256419999999999426e-01	-9.841809999999999725e-01	9.674420000000000641e+01	7.522854999999999563e+02
1.000000000000000194e-02	5.255279999999999951e-01	-9.341580000000000439e-01	9.587210000000000321e+01	7.521920000000000073e+02
1.099999999999999936e-02	5.253105000000000135e-01	-8.959515000000000118e-01	9.493149999999999977e+01	7.520399999999999636e+02
1.200000000000000025e-02	5.250099999999999767e-01	-8.014059999999999517e-01	9.405939999999999657e+01	7.518395000000000437e+02
1.300000000000000114e-02	5.246545000000000236e-01	-5.957600000000000673e-01	9.334260000000000446e+01	7.516085000000000491e+02
1.400000000000000203e-02	5.242789999999999395e-01	-2.333349999999999591e-01	9.283480000000000132e+01	7.513664999999999736e+02
1.499999999999999944e-02	5.239160000000000483e-01	3.148799999999999377e-01	9.255715000000000714e+01	7.511324999999999363e+02
1.600000000000000033e-02	5.235960000000000614e-01	1.051700500000000149e+00	9.249235000000000184e+01	7.509220000000000255e+02
1.700000000000000122e-02	5.233379999999999699e-01	1.951121000000000105e+00	9.258590000000000941e+01	7.507450000000000045e+02
1.800000000000000211e-02	5.231470000000000287e-01	2.964360000000000106e+00	9.275849999999999795e+01	7.506030000000000655e+02
1.900000000000000300e-02	5.230164999999999953e-01	4.031439999999999912e+00	9.292439999999999145e+01	7.504909999999999854e+02
2.000000000000000042e-02	5.229274999999999896e-01	5.093529999999999447e+00	9.300964999999999350e+01	7.503990000000000009e+02
2.100000000000000130e-02	5.228570000000000162e-01	6.102669999999999817e+00	9.296459999999999013e+01	7.503144999999999527e+02
2.200000000000000219e-02	5.227804999999999813e-01	7.027344999999999509e+00	9.276909999999999457e+01	7.502245000000000346e+02
2.299999999999999961e-02	5.226770000000000582e-01	7.853894999999999627e+00	9.243104999999999905e+01	7.501179999999999382e+02
2.400000000000000050e-02	5.225340000000000540e-01	8.584685000000000343e+00	9.197979999999999734e+01	7.499874999999999545e+02
2.500000000000000139e-02	5.223434999999999606e-01	9.234185000000000088e+00	9.145754999999999768e+01	7.498310000000000173e+02
2.600000000000000228e-02	5.221074999999999466e-01	9.824239999999999640e+00	9.091060000000000230e+01	7.496485000000000127e+02
2.700000000000000316e-02	5.218320000000000736e-01	1.037935000000000052e+01	9.038159999999999172e+01	7.494449999999999363e+02
