1.000000000000000021e-03	4.606270000000000309e+00	-1.096994999999999942e+00	1.042000000000000028e+02	8.135774999999999864e+02
2.000000000000000042e-03	4.590220000000000411e+00	-3.027159500000000225e+00	1.007427000000000135e+02	8.125629999999999882e+02
3.000000000000000062e-03	4.584385000000000154e+00	-1.249306000000000028e+00	1.000424999999999898e+02	8.121655000000000655e+02
4.000000000000000083e-03	4.583035000000000636e+00	1.636220000000000008e+00	1.003954999999999984e+02	8.120650000000000546e+02
5.000000000000000104e-03	4.578580000000000538e+00	3.719195000000000029e+00	9.996764999999999191e+01	8.117840000000001055e+02
6.000000000000000125e-03	4.569205000000000183e+00	4.582499999999999574e+00	9.859774999999999068e+01	8.111970000000000027e+02
7.000000000000000146e-03	4.559874999999999901e+00	4.731589999999999741e+00	9.734654999999999347e+01	8.106114999999999782e+02
8.000000000000000167e-03	4.556305000000000049e+00	4.534485000000000099e+00	9.713450000000000273e+01	8.103890000000000100e+02
9.000000000000001055e-03	4.557769999999999655e+00	3.527739999999999654e+00	9.755525000000000091e+01	8.104900000000000091e+02
1.000000000000000194e-02	4.557399999999999451e+00	9.779195000000000526e-01	9.724854999999999450e+01	8.104809999999999945e+02
1.099999999999999936e-02	4.549760000000000026e+00	-2.931459999999999955e+00	9.544195000000000562e+01	8.100125000000000455e+02
1.200000000000000025e-02	4.536904999999999966e+00	-6.734215000000000728e+00	9.287145000000001005e+01	8.092004999999999200e+02
1.300000000000000114e-02	4.526580000000000048e+00	-8.610419999999999519e+00	9.113884999999999081e+01	8.085339999999999918e+02
1.400000000000000203e-02	4.524905000000000399e+00	-7.738879999999999981e+00	9.123144999999999527e+01	8.084049999999999727e+02
1.499999999999999944e-02	4.531060000000000088e+00	-4.771334999999999660e+00	9.269984999999999786e+01	8.087750000000000909e+02
1.600000000000000033e-02	4.538940000000000197e+00	-1.066680499999999920e+00	9.423069999999999879e+01	8.092635000000000218e+02
1.700000000000000122e-02	4.542970000000000397e+00	2.414144999999999985e+00	9.484835000000001060e+01	8.095174999999999272e+02
1.800000000000000211e-02	4.542125000000000412e+00	5.570054999999999978e+00	9.454725000000000534e+01	8.094650000000000318e+02
1.900000000000000300e-02	4.539184999999999803e+00	8.813124999999999432e+00	9.398284999999999911e+01	8.092780000000000200e+02
2.000000000000000042e-02	4.537205000000000155e+00	1.241714999999999947e+01	9.373099999999999454e+01	8.091490000000000009e+02
2.100000000000000130e-02	4.536755000000000315e+00	1.614085000000000036e+01	9.381440000000000623e+01	8.091185000000000400e+02
2.200000000000000219e-02	4.535785000000000622e+00	1.931889999999999930e+01	9.377469999999999573e+01	8.090595000000000709e+02
2.299999999999999961e-02	4.531394999999999840e+00	2.121679999999999922e+01	9.306085000000000207e+01	8.087894999999999754e+02
2.400000000000000050e-02	4.521675000000000111e+00	2.135985000000000156e+01	9.136724999999999852e+01	8.081870000000000118e+02
2.500000000000000139e-02	4.506549999999999834e+00	1.968329999999999913e+01	8.874219999999999686e+01	8.072445000000000164e+02
2.600000000000000228e-02	4.487565000000000026e+00	1.651670000000000016e+01	8.551705000000001178e+01	8.060560000000000400e+02
2.700000000000000316e-02	4.467304999999999637e+00	1.248078999999999894e+01	8.218404999999999916e+01	8.047839999999999918e+02
