1.000000000000000021e-03	1.552514999999999867e-01	2.651084999999999692e-01	8.730145000000000266e+01	1.943295000000000073e+03
2.000000000000000042e-03	1.552225000000000132e-01	1.607023499999999938e+00	8.454185000000001082e+01	1.943009999999999991e+03
3.000000000000000062e-03	1.551275000000000015e-01	3.260245499999999907e+00	8.081880000000001019e+01	1.942125000000000000e+03
4.000000000000000083e-03	1.549900000000000166e-01	5.108259999999999579e+00	7.669055000000000177e+01	1.940880000000000109e+03
5.000000000000000104e-03	1.548364999999999880e-01	7.103220000000000312e+00	7.287274999999999636e+01	1.939490000000000009e+03
6.000000000000000125e-03	1.546835000000000016e-01	9.128194999999999837e+00	6.969055000000000177e+01	1.938119999999999891e+03
7.000000000000000146e-03	1.545384999999999953e-01	1.101149999999999984e+01	6.702714999999999179e+01	1.936840000000000146e+03
8.000000000000000167e-03	1.544014999999999971e-01	1.264504499999999965e+01	6.464484999999999104e+01	1.935654999999999973e+03
9.000000000000001055e-03	1.542775000000000118e-01	1.403385000000000105e+01	6.250260000000000105e+01	1.934594999999999800e+03
1.000000000000000194e-02	1.541684999999999861e-01	1.521395000000000053e+01	6.067464999999999975e+01	1.933670000000000073e+03
1.099999999999999936e-02	1.540759999999999907e-01	1.620145000000000124e+01	5.917825000000000557e+01	1.932900000000000091e+03
1.200000000000000025e-02	1.539984999999999826e-01	1.700489999999999924e+01	5.797444999999999737e+01	1.932260000000000218e+03
1.300000000000000114e-02	1.539349999999999885e-01	1.763054999999999950e+01	5.700430000000000064e+01	1.931740000000000009e+03
1.400000000000000203e-02	1.538829999999999920e-01	1.808014999999999972e+01	5.618609999999999616e+01	1.931319999999999936e+03
1.499999999999999944e-02	1.538384999999999891e-01	1.836930000000000263e+01	5.545015000000000072e+01	1.930964999999999918e+03
1.600000000000000033e-02	1.538014999999999799e-01	1.855695000000000050e+01	5.482614999999999839e+01	1.930675000000000182e+03
1.700000000000000122e-02	1.537749999999999950e-01	1.874670000000000059e+01	5.448859999999999815e+01	1.930474999999999909e+03
1.800000000000000211e-02	1.537644999999999984e-01	1.904950000000000188e+01	5.469154999999999944e+01	1.930400000000000091e+03
1.900000000000000300e-02	1.537769999999999970e-01	1.953190000000000026e+01	5.562630000000000052e+01	1.930514999999999873e+03
2.000000000000000042e-02	1.538134999999999919e-01	2.018370000000000175e+01	5.729675000000000296e+01	1.930824999999999818e+03
2.100000000000000130e-02	1.538710000000000078e-01	2.092024999999999935e+01	5.948264999999999958e+01	1.931305000000000064e+03
2.200000000000000219e-02	1.539409999999999945e-01	2.161430000000000007e+01	6.180259999999999820e+01	1.931904999999999973e+03
2.299999999999999961e-02	1.540119999999999822e-01	2.214034999999999798e+01	6.383599999999999852e+01	1.932514999999999873e+03
2.400000000000000050e-02	1.540734999999999744e-01	2.241270000000000095e+01	6.525029999999999575e+01	1.933049999999999955e+03
2.500000000000000139e-02	1.541170000000000040e-01	2.240605000000000047e+01	6.588734999999999786e+01	1.933434999999999945e+03
2.600000000000000228e-02	1.541399999999999992e-01	2.215384999999999849e+01	6.578549999999999898e+01	1.933650000000000091e+03
2.700000000000000316e-02	1.541434999999999889e-01	2.172919999999999874e+01	6.513769999999999527e+01	1.933704999999999927e+03
2.800000000000000058e-02	1.541330000000000200e-01	2.121590000000000131e+01	6.420900000000000318e+01	1.933635000000000218e+03
2.900000000000000147e-02	1.541144999999999876e-01	2.068209999999999837e+01	6.324564999999999770e+01	1.933484999999999900e+03
3.000000000000000236e-02	1.540934999999999944e-01	2.016369999999999862e+01	6.240639999999999787e+01	1.933309999999999945e+03
3.099999999999999978e-02	1.540734999999999744e-01	1.966140000000000043e+01	6.173454999999999870e+01	1.933140000000000100e+03
3.200000000000000067e-02	1.540539999999999965e-01	1.914959999999999951e+01	6.117135000000000389e+01	1.932980000000000018e+03
3.300000000000000155e-02	1.540344999999999909e-01	1.859304999999999808e+01	6.059990000000000521e+01	1.932820000000000164e+03
3.400000000000000244e-02	1.540119999999999822e-01	1.796410000000000196e+01	5.990184999999999604e+01	1.932630000000000109e+03
3.500000000000000333e-02	1.539844999999999964e-01	1.725744999999999862e+01	5.900844999999999629e+01	1.932400000000000091e+03
